City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
0,Tuatapere,-46.1333,167.6833,34.32,91,9,3.67,NZ,2022-08-11 12:08:46,clear sky
1,Ushuaia,-54.8,-68.3,33.46,93,75,2.3,AR,2022-08-11 12:05:31,broken clouds
2,Altamira,-3.2033,-52.2064,81.34,61,63,3.87,BR,2022-08-11 12:08:46,broken clouds
3,Tiksi,71.6872,128.8694,47.26,81,100,5.53,RU,2022-08-11 12:08:46,overcast clouds
4,Busselton,-33.65,115.3333,53.83,79,26,5.37,AU,2022-08-11 12:08:47,scattered clouds
5,Port Alfred,-33.5906,26.891,64.18,78,99,3.0,ZA,2022-08-11 12:08:47,overcast clouds
6,Mar Del Plata,-38.0023,-57.5575,46.09,92,75,11.5,AR,2022-08-11 12:07:25,broken clouds
7,Pevek,69.7008,170.3133,39.47,93,60,7.58,RU,2022-08-11 12:08:48,broken clouds
8,Hithadhoo,-0.6,73.0833,83.03,71,18,6.69,MV,2022-08-11 12:08:48,few clouds
9,East London,-33.0153,27.9116,68.7,68,98,4.61,ZA,2022-08-11 12:05:47,overcast clouds
10,Hobart,-42.8794,147.3294,53.46,87,75,12.66,AU,2022-08-11 12:08:48,broken clouds
11,Barrow,71.2906,-156.7887,44.62,93,100,21.85,US,2022-08-11 12:08:49,mist
12,Punta Arenas,-53.15,-70.9167,28.42,93,0,5.75,CL,2022-08-11 12:08:49,clear sky
13,Neuquen,-38.9516,-68.0591,43.12,64,0,7.63,AR,2022-08-11 12:06:21,clear sky
14,Aguada De Pasajeros,22.385,-80.8508,75.74,90,58,5.57,CU,2022-08-11 12:08:50,broken clouds
15,Jamestown,42.097,-79.2353,67.51,74,0,5.75,US,2022-08-11 12:08:50,clear sky
16,Los Llanos De Aridane,28.6585,-17.9182,73.15,85,40,10.36,ES,2022-08-11 12:08:50,scattered clouds
17,Mataura,-46.1927,168.8643,29.55,97,7,2.73,NZ,2022-08-11 12:08:51,clear sky
18,Tuktoyaktuk,69.4541,-133.0374,47.82,83,100,12.44,CA,2022-08-11 12:08:51,overcast clouds
19,Coahuayana,18.7333,-103.6833,76.62,86,100,3.29,MX,2022-08-11 12:08:51,overcast clouds
20,Andrews,32.3187,-102.5457,78.06,61,0,0.0,US,2022-08-11 12:05:44,clear sky
21,Port-Gentil,-0.7193,8.7815,75.83,79,89,14.2,GA,2022-08-11 12:08:52,overcast clouds
22,Albany,42.6001,-73.9662,66.85,88,86,3.49,US,2022-08-11 12:05:22,overcast clouds
23,Camacha,33.0833,-16.3333,71.02,68,20,12.66,PT,2022-08-11 12:08:52,few clouds
24,Zeya,53.75,127.2667,55.44,92,81,3.15,RU,2022-08-11 12:08:53,broken clouds
25,Yellowknife,62.456,-114.3525,50.56,76,100,5.99,CA,2022-08-11 12:08:53,overcast clouds
26,Diamantino,-14.4086,-56.4461,61.45,42,26,6.24,BR,2022-08-11 12:08:22,scattered clouds
27,Bonfim,3.0833,-59.95,80.42,71,21,3.65,BR,2022-08-11 12:08:54,few clouds
28,Viransehir,37.2353,39.7631,99.66,23,0,10.74,TR,2022-08-11 12:08:54,clear sky
29,Dikson,73.5069,80.5464,42.3,99,100,10.8,RU,2022-08-11 12:08:54,overcast clouds
30,Sobolevo,54.4299,31.8996,73.58,49,11,9.69,RU,2022-08-11 12:08:55,few clouds
31,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.87,79,38,5.88,BR,2022-08-11 12:08:55,scattered clouds
32,Lavrentiya,65.5833,-171.0,40.5,97,59,1.79,RU,2022-08-11 12:08:56,broken clouds
33,Puerto Ayora,-0.7393,-90.3518,67.55,99,100,5.01,EC,2022-08-11 12:04:11,overcast clouds
34,Nikolskoye,59.7035,30.7861,77.88,36,94,11.07,RU,2022-08-11 12:08:56,overcast clouds
35,Airai,-8.9266,125.4092,61.02,95,98,2.8,TL,2022-08-11 12:08:56,overcast clouds
36,Horsham,51.064,-0.3272,93.11,31,0,12.66,GB,2022-08-11 12:08:57,clear sky
37,Severo-Kurilsk,50.6789,156.125,56.5,88,90,6.08,RU,2022-08-11 12:08:57,overcast clouds
38,Necochea,-38.5473,-58.7368,44.69,73,1,15.64,AR,2022-08-11 12:04:15,clear sky
39,Aklavik,68.2191,-135.0107,49.62,57,88,5.55,CA,2022-08-11 12:08:58,overcast clouds
40,Katsuura,35.1333,140.3,80.94,87,47,21.79,JP,2022-08-11 12:08:58,scattered clouds
41,Grand Gaube,-20.0064,57.6608,73.8,62,49,8.99,MU,2022-08-11 12:08:58,scattered clouds
42,Mahebourg,-20.4081,57.7,73.69,56,40,17.27,MU,2022-08-11 12:08:59,scattered clouds
43,Saint-Philippe,-21.3585,55.7679,75.22,71,59,14.88,RE,2022-08-11 12:08:59,broken clouds
44,Zvishavane,-20.3267,30.0665,79.36,22,0,7.23,ZW,2022-08-11 12:09:59,clear sky
45,Hambantota,6.1241,81.1185,91.74,52,20,23.02,LK,2022-08-11 12:06:16,few clouds
46,Kapaa,22.0752,-159.319,77.11,85,20,14.97,US,2022-08-11 12:10:00,few clouds
47,Hermanus,-34.4187,19.2345,64.8,65,98,15.66,ZA,2022-08-11 12:10:00,overcast clouds
48,Cape Town,-33.9258,18.4232,64.11,70,100,10.0,ZA,2022-08-11 12:10:00,overcast clouds
49,Tomatlan,19.9333,-105.25,73.04,91,100,3.22,MX,2022-08-11 12:10:01,overcast clouds
50,Qaanaaq,77.484,-69.3632,37.0,76,100,7.2,GL,2022-08-11 12:10:01,overcast clouds
51,Najran,17.4924,44.1277,99.82,14,44,17.02,SA,2022-08-11 12:10:01,scattered clouds
52,New Norfolk,-42.7826,147.0587,53.1,82,95,1.01,AU,2022-08-11 12:10:02,overcast clouds
53,Hamilton,39.1834,-84.5333,67.21,96,0,4.61,US,2022-08-11 12:10:02,clear sky
54,Avera,33.194,-82.5271,72.55,81,100,5.64,US,2022-08-11 12:10:02,overcast clouds
55,Lorengau,-2.0226,147.2712,81.0,75,55,2.21,PG,2022-08-11 12:10:05,broken clouds
56,Bredasdorp,-34.5322,20.0403,65.91,53,99,7.05,ZA,2022-08-11 12:06:32,overcast clouds
57,North Platte,41.1239,-100.7654,68.38,71,0,1.01,US,2022-08-11 12:10:06,clear sky
58,Khatanga,71.9667,102.5,46.49,54,100,7.54,RU,2022-08-11 12:10:07,overcast clouds
59,Talnakh,69.4865,88.3972,54.21,56,57,5.68,RU,2022-08-11 12:10:08,broken clouds
60,Green Valley,31.8543,-110.9937,76.44,75,95,3.96,US,2022-08-11 12:09:02,overcast clouds
61,Port Elizabeth,-33.918,25.5701,72.1,69,100,4.0,ZA,2022-08-11 12:10:09,overcast clouds
62,Chokurdakh,70.6333,147.9167,53.22,72,100,7.63,RU,2022-08-11 12:10:10,overcast clouds
63,Esperance,-33.8667,121.9,55.83,69,86,10.42,AU,2022-08-11 12:10:10,overcast clouds
64,Cidreira,-30.1811,-50.2056,56.19,80,24,5.5,BR,2022-08-11 12:10:10,few clouds
65,Vaini,-21.2,-175.2,72.0,85,95,16.26,TO,2022-08-11 12:10:11,light rain
66,Lodja,-3.4833,23.4333,105.15,12,88,1.86,CD,2022-08-11 12:10:11,overcast clouds
67,Touros,-5.1989,-35.4608,81.61,68,54,13.09,BR,2022-08-11 12:08:29,broken clouds
68,Rosarito,32.3333,-117.0333,68.95,75,10,7.99,MX,2022-08-11 12:10:12,clear sky
69,Hilo,19.7297,-155.09,81.28,93,75,5.75,US,2022-08-11 12:07:01,broken clouds
70,Tonj,7.2737,28.6822,75.51,82,97,3.6,SS,2022-08-11 12:10:12,overcast clouds
71,Clyde River,70.4692,-68.5914,35.83,100,100,8.05,CA,2022-08-11 12:10:12,mist
72,Comodoro Rivadavia,-45.8667,-67.5,48.06,57,0,3.44,AR,2022-08-11 12:05:26,clear sky
73,Tasiilaq,65.6145,-37.6368,39.36,71,88,1.16,GL,2022-08-11 12:10:13,overcast clouds
74,Chuy,-33.6971,-53.4616,52.12,89,12,2.44,UY,2022-08-11 12:10:13,few clouds
75,Lompoc,34.6391,-120.4579,59.52,98,100,5.75,US,2022-08-11 12:10:14,mist
76,Mocuba,-16.8392,36.9856,84.58,33,0,4.59,MZ,2022-08-11 12:10:14,clear sky
77,Saint-Pierre,-21.3393,55.4781,75.29,58,0,27.63,RE,2022-08-11 12:10:14,clear sky
78,Praia Da Vitoria,38.7333,-27.0667,74.75,81,71,7.43,PT,2022-08-11 12:10:15,broken clouds
79,Diego De Almagro,-26.3667,-70.05,54.72,43,80,0.36,CL,2022-08-11 12:10:15,broken clouds
80,Winder,33.9926,-83.7202,72.61,96,0,0.0,US,2022-08-11 12:10:15,clear sky
81,Port Lincoln,-34.7333,135.8667,54.34,72,56,22.77,AU,2022-08-11 12:10:15,broken clouds
82,Whitehorse,60.7161,-135.0538,47.17,100,100,4.61,CA,2022-08-11 12:10:16,mist
83,Marshall,34.3834,-86.3333,73.38,94,0,0.0,US,2022-08-11 12:05:30,clear sky
84,Korla,41.7597,86.1469,93.16,20,99,15.05,CN,2022-08-11 12:10:16,overcast clouds
85,Esil,51.9556,66.4042,82.0,35,54,8.97,KZ,2022-08-11 12:10:17,broken clouds
86,Victoria,22.2855,114.1577,80.33,92,43,5.99,HK,2022-08-11 12:07:25,scattered clouds
87,Cockburn Town,21.4612,-71.1419,80.94,76,10,15.55,TC,2022-08-11 12:10:17,clear sky
88,Rikitea,-23.1203,-134.9692,72.81,69,100,23.04,PF,2022-08-11 12:10:18,overcast clouds
89,Kuah,6.3265,99.8432,84.0,73,95,5.32,MY,2022-08-11 12:10:18,overcast clouds
90,Fortuna,40.5982,-124.1573,59.99,94,100,3.44,US,2022-08-11 12:10:18,overcast clouds
91,Ribeira Grande,38.5167,-28.7,75.6,73,20,5.75,PT,2022-08-11 12:11:19,few clouds
92,Mumford,5.2618,-0.759,76.82,80,98,14.63,GH,2022-08-11 12:11:19,overcast clouds
93,Myaundzha,63.0494,147.1858,52.12,94,100,2.59,RU,2022-08-11 12:11:20,overcast clouds
94,Kavieng,-2.5744,150.7967,81.41,78,72,9.15,PG,2022-08-11 12:11:20,broken clouds
95,Mount Gambier,-37.8333,140.7667,47.61,77,100,3.2,AU,2022-08-11 12:11:20,light rain
96,Santa Cruz,-17.8,-63.1667,53.06,71,0,3.44,BO,2022-08-11 12:11:21,clear sky
97,Faanui,-16.4833,-151.75,78.12,73,10,10.33,PF,2022-08-11 12:11:21,clear sky
98,Teresopolis,-22.4122,-42.9656,57.06,87,44,6.93,BR,2022-08-11 12:11:21,scattered clouds
99,Castro,-24.7911,-50.0119,49.24,85,51,8.77,BR,2022-08-11 12:11:22,broken clouds
100,Wilmington,34.2257,-77.9447,83.95,71,0,9.22,US,2022-08-11 12:08:05,clear sky
101,Greenville,35.6127,-77.3663,77.16,93,0,5.75,US,2022-08-11 12:10:51,clear sky
102,Kahului,20.8947,-156.47,78.84,74,0,13.8,US,2022-08-11 12:11:22,clear sky
103,Hasaki,35.7333,140.8333,82.8,87,36,23.71,JP,2022-08-11 12:11:23,scattered clouds
104,Atuona,-9.8,-139.0333,76.82,72,9,20.8,PF,2022-08-11 12:11:23,clear sky
105,Avarua,-21.2078,-159.775,71.65,83,40,6.91,CK,2022-08-11 12:11:23,scattered clouds
106,Souillac,-20.5167,57.5167,73.78,56,40,17.27,MU,2022-08-11 12:11:24,light rain
107,Alofi,-19.0595,-169.9187,77.23,70,28,13.85,NU,2022-08-11 12:11:24,scattered clouds
108,Nizhniy Odes,63.6445,54.856,67.51,40,51,5.06,RU,2022-08-11 12:11:24,broken clouds
109,Kieta,-6.2167,155.6333,78.66,84,100,3.87,PG,2022-08-11 12:11:25,light rain
110,Weihe,32.9952,105.3247,71.8,95,72,5.23,CN,2022-08-11 12:11:25,broken clouds
111,Matara,5.9485,80.5353,81.84,77,49,11.5,LK,2022-08-11 12:11:26,scattered clouds
112,Buraydah,26.326,43.975,111.54,11,6,14.81,SA,2022-08-11 12:11:26,clear sky
113,Bilma,18.6853,12.9164,105.3,8,39,7.02,NE,2022-08-11 12:11:26,scattered clouds
114,Jingdezhen,29.2947,117.2079,86.99,59,71,0.49,CN,2022-08-11 12:11:26,broken clouds
115,San Blas,21.5167,-105.2667,78.66,82,100,0.89,MX,2022-08-11 12:11:27,overcast clouds
116,Klaksvik,62.2266,-6.589,56.32,72,87,13.82,FO,2022-08-11 12:11:27,overcast clouds
117,Carnarvon,-24.8667,113.6333,66.07,31,0,13.73,AU,2022-08-11 12:07:49,clear sky
118,Bluff,-46.6,168.3333,36.86,84,7,6.15,NZ,2022-08-11 12:11:28,clear sky
119,Omsukchan,62.5333,155.8,50.74,97,100,5.3,RU,2022-08-11 12:11:28,light rain
120,Geraldton,-28.7667,114.6,50.41,87,0,6.91,AU,2022-08-11 12:11:28,clear sky
121,Barao De Melgaco,-16.1944,-55.9675,59.9,54,21,3.74,BR,2022-08-11 12:11:29,few clouds
122,Visby,57.6409,18.296,79.05,56,0,16.11,SE,2022-08-11 12:11:29,clear sky
123,Iqaluit,63.7506,-68.5145,40.05,82,37,2.8,CA,2022-08-11 12:11:29,scattered clouds
124,Tiarei,-17.5333,-149.3333,73.42,74,9,8.52,PF,2022-08-11 12:11:30,clear sky
125,Fairbanks,64.8378,-147.7164,43.61,88,0,5.75,US,2022-08-11 12:06:49,clear sky
126,Taoudenni,22.6783,-3.9836,109.83,8,2,4.29,ML,2022-08-11 12:11:30,clear sky
127,Ilulissat,69.2167,-51.1,42.82,87,75,2.3,GL,2022-08-11 12:11:30,light intensity drizzle
128,Ponta Do Sol,32.6667,-17.1,76.01,68,17,4.74,PT,2022-08-11 12:11:31,few clouds
129,Port Blair,11.6667,92.75,82.26,79,97,14.92,IN,2022-08-11 12:11:31,overcast clouds
130,San Cristobal,7.7669,-72.225,75.38,82,64,3.65,VE,2022-08-11 12:11:32,broken clouds
131,Kiama,-34.6833,150.8667,58.57,78,100,3.0,AU,2022-08-11 12:11:32,light rain
132,Upernavik,72.7868,-56.1549,41.18,79,99,6.38,GL,2022-08-11 12:11:32,overcast clouds
133,Sitka,57.0531,-135.33,57.09,88,40,0.0,US,2022-08-11 12:11:33,scattered clouds
134,Toora-Khem,52.4675,96.11,70.41,41,95,1.92,RU,2022-08-11 12:11:33,overcast clouds
135,Krasnoselkup,65.7,82.4667,59.63,47,88,4.81,RU,2022-08-11 12:11:34,overcast clouds
136,Lac Du Bonnet,50.2536,-96.0612,49.68,74,31,4.72,CA,2022-08-11 12:11:35,scattered clouds
137,Arraial Do Cabo,-22.9661,-42.0278,69.66,83,40,26.46,BR,2022-08-11 12:10:46,scattered clouds
138,Itaituba,-4.2761,-55.9836,81.43,49,97,0.74,BR,2022-08-11 12:12:35,overcast clouds
139,Rio Grande,-32.035,-52.0986,51.91,85,9,3.18,BR,2022-08-11 12:12:35,clear sky
140,Jiayuguan,39.8167,98.3,87.66,38,82,7.72,CN,2022-08-11 12:12:36,broken clouds
141,Torbay,47.6666,-52.7314,59.29,90,100,10.36,CA,2022-08-11 12:12:36,overcast clouds
142,Dumas,35.8656,-101.9732,66.34,77,0,6.91,US,2022-08-11 12:08:03,clear sky
143,La Ronge,55.1001,-105.2842,55.4,75,0,6.51,CA,2022-08-11 12:12:36,clear sky
144,Mandalgovi,45.7625,106.2708,65.68,65,100,17.87,MN,2022-08-11 12:12:37,overcast clouds
145,Lata,40.1629,-8.3327,89.19,25,1,6.62,PT,2022-08-11 12:12:38,clear sky
146,Camargo,27.6667,-105.1667,72.61,59,10,2.62,MX,2022-08-11 12:12:38,clear sky
147,Brae,60.3964,-1.353,56.17,93,100,13.85,GB,2022-08-11 12:12:38,light rain
148,Christchurch,-43.5333,172.6333,38.91,84,75,3.44,NZ,2022-08-11 12:12:24,broken clouds
149,Bandarbeyla,9.4942,50.8122,86.09,54,99,27.58,SO,2022-08-11 12:12:39,overcast clouds
150,Shingu,33.7333,135.9833,79.14,92,81,3.42,JP,2022-08-11 12:12:40,light rain
151,Bambous Virieux,-20.3428,57.7575,73.65,56,40,17.27,MU,2022-08-11 12:12:40,light rain
152,Estelle,29.8458,-90.1067,75.2,87,100,0.0,US,2022-08-11 12:12:40,overcast clouds
153,Baie-Comeau,49.2168,-68.1489,60.87,92,77,4.25,CA,2022-08-11 12:12:41,broken clouds
154,Pisco,-13.7,-76.2167,59.05,94,100,3.44,PE,2022-08-11 12:12:41,mist
155,Calama,-22.4667,-68.9333,53.89,6,0,8.86,CL,2022-08-11 12:12:41,clear sky
156,Takoradi,4.8845,-1.7554,78.67,74,95,12.93,GH,2022-08-11 12:12:42,overcast clouds
157,Luderitz,-26.6481,15.1594,67.86,46,77,11.5,NA,2022-08-11 12:12:42,broken clouds
158,Norman Wells,65.282,-126.8329,45.09,72,43,4.63,CA,2022-08-11 12:12:42,scattered clouds
159,Salinopolis,-0.6136,-47.3561,81.57,75,59,10.58,BR,2022-08-11 12:12:43,broken clouds
160,General Roca,-39.0333,-67.5833,44.15,60,0,9.22,AR,2022-08-11 12:12:43,clear sky
161,Hengshui,37.7322,115.7011,76.39,94,40,6.62,CN,2022-08-11 12:12:44,scattered clouds
162,Iracoubo,5.4802,-53.2011,78.62,85,47,4.94,GF,2022-08-11 12:12:44,scattered clouds
163,Smolenka,52.1352,113.4974,68.07,60,83,0.0,RU,2022-08-11 12:12:44,broken clouds
164,Butaritari,3.0707,172.7902,81.86,74,75,13.09,KI,2022-08-11 12:12:45,broken clouds
165,Diffa,13.3154,12.6113,89.42,48,100,13.53,NE,2022-08-11 12:12:45,overcast clouds
166,Kretinga,55.8758,21.2508,71.35,56,0,4.61,LT,2022-08-11 12:12:45,clear sky
167,Sao Joao Da Barra,-21.6403,-41.0511,73.49,38,67,11.48,BR,2022-08-11 12:12:46,broken clouds
168,Kasempa,-13.4584,25.8338,84.09,13,8,8.7,ZM,2022-08-11 12:12:46,clear sky
169,Flinders,-34.5833,150.8552,58.37,78,100,1.99,AU,2022-08-11 12:12:46,moderate rain
170,Paita,-5.0892,-81.1144,63.14,81,99,9.57,PE,2022-08-11 12:12:47,overcast clouds
171,Ca Mau,9.1769,105.15,79.27,86,100,5.23,VN,2022-08-11 12:11:57,heavy intensity rain
172,Karratha,-20.7377,116.8463,69.69,53,0,7.18,AU,2022-08-11 12:12:47,clear sky
173,Georgetown,5.4112,100.3354,85.95,79,20,10.36,MY,2022-08-11 12:07:47,few clouds
174,Okhotsk,59.3833,143.3,56.48,96,100,6.4,RU,2022-08-11 12:12:48,overcast clouds
175,Sahuaripa,29.05,-109.2333,70.54,92,99,2.19,MX,2022-08-11 12:12:48,overcast clouds
176,Callaguip,18.0714,120.4867,80.69,82,94,6.02,PH,2022-08-11 12:12:48,overcast clouds
177,Falkenberg,56.9055,12.4912,74.25,61,31,6.46,SE,2022-08-11 12:12:48,scattered clouds
178,Nchelenge,-9.3451,28.734,80.28,34,18,8.72,ZM,2022-08-11 12:12:49,few clouds
179,Sabang,5.8933,95.3214,83.16,73,92,21.56,ID,2022-08-11 12:12:49,overcast clouds
180,Salalah,17.0151,54.0924,75.29,100,100,4.61,OM,2022-08-11 12:12:49,light intensity drizzle
181,Myitkyina,25.3833,97.4,82.6,81,84,2.42,MM,2022-08-11 12:12:50,broken clouds
182,Kruisfontein,-34.0033,24.7314,69.89,44,100,2.44,ZA,2022-08-11 12:12:50,overcast clouds
183,Opuwo,-18.0607,13.84,87.22,8,0,8.66,NA,2022-08-11 12:12:51,clear sky
184,Provideniya,64.3833,-173.3,50.38,93,21,3.29,RU,2022-08-11 12:13:51,few clouds
185,Asau,46.4333,26.4,76.28,50,44,9.17,RO,2022-08-11 12:13:51,scattered clouds
186,Ostrovnoy,68.0531,39.5131,58.77,89,100,25.86,RU,2022-08-11 12:13:52,moderate rain
187,Grindavik,63.8424,-22.4338,52.27,71,75,11.5,IS,2022-08-11 12:13:52,broken clouds
188,Mukhen,48.1,136.1,61.29,94,100,6.55,RU,2022-08-11 12:12:17,overcast clouds
189,Asifabad,19.3667,79.2833,79.84,85,98,9.64,IN,2022-08-11 12:13:53,light rain
190,Burnie,-41.0667,145.9167,49.95,91,76,4.27,AU,2022-08-11 12:13:54,light rain
191,Arinos,-15.9169,-46.1056,68.34,31,90,5.79,BR,2022-08-11 12:13:54,overcast clouds
192,Berbera,10.4396,45.0143,91.89,50,58,10.29,SO,2022-08-11 12:13:55,broken clouds
193,Bethel,41.3712,-73.414,74.53,82,100,0.0,US,2022-08-11 12:13:55,light rain
194,Rio Gallegos,-51.6226,-69.2181,32.05,100,75,6.91,AR,2022-08-11 12:09:55,light snow
195,Gao,16.6362,1.637,99.9,28,19,6.96,ML,2022-08-11 12:13:55,few clouds
196,Mayo,38.8876,-76.5119,76.06,91,20,6.91,US,2022-08-11 12:13:56,few clouds
197,Bo Rai,12.5728,102.5371,81.73,98,100,5.86,TH,2022-08-11 12:13:22,heavy intensity rain
198,Cabra,37.4725,-4.4421,92.66,36,0,1.01,ES,2022-08-11 12:13:56,clear sky
199,Soe,-9.8607,124.284,66.02,91,63,4.32,ID,2022-08-11 12:09:19,broken clouds
200,Kodiak,57.79,-152.4072,54.91,94,100,4.61,US,2022-08-11 12:13:57,mist
201,Uzhur,55.3036,89.8339,74.03,54,41,5.39,RU,2022-08-11 12:13:58,scattered clouds
202,Anadyr,64.75,177.4833,57.49,82,100,2.53,RU,2022-08-11 12:11:48,overcast clouds
203,Awbari,26.5921,12.7805,98.35,14,0,10.31,LY,2022-08-11 12:13:58,clear sky
204,Tilichiki,60.4667,166.1,51.53,96,100,4.9,RU,2022-08-11 12:13:59,overcast clouds
205,Steamboat Springs,40.485,-106.8317,67.5,61,40,9.22,US,2022-08-11 12:11:24,scattered clouds
206,Stornoway,58.2093,-6.3865,57.92,94,75,17.27,GB,2022-08-11 12:13:59,moderate rain
207,Havre-Saint-Pierre,50.2334,-63.5986,60.87,91,66,8.32,CA,2022-08-11 12:13:59,broken clouds
208,Muros,42.7762,-9.0603,74.08,69,96,4.47,ES,2022-08-11 12:14:00,overcast clouds
209,Vavuniya,8.7514,80.4971,89.28,44,82,5.93,LK,2022-08-11 12:14:00,broken clouds
210,Santa Fe De La Laguna,19.6667,-101.55,54.55,95,100,1.39,MX,2022-08-11 12:14:01,overcast clouds
211,Dorchester,33.1002,-80.3831,77.07,99,0,0.0,US,2022-08-11 12:14:01,clear sky
212,Rawson,-43.3002,-65.1023,46.09,61,4,8.25,AR,2022-08-11 12:14:01,clear sky
213,Constitucion,-35.3333,-72.4167,45.81,81,0,4.52,CL,2022-08-11 12:14:02,clear sky
214,Quelimane,-17.8786,36.8883,80.47,48,1,9.44,MZ,2022-08-11 12:14:02,clear sky
215,Otane,-39.8833,176.6333,42.01,89,93,5.06,NZ,2022-08-11 12:14:03,overcast clouds
216,Saint George,37.1041,-113.5841,79.39,55,20,6.91,US,2022-08-11 12:11:01,few clouds
217,Staryy Nadym,65.6118,72.6842,67.23,46,68,10.25,RU,2022-08-11 12:14:03,broken clouds
218,Usak,38.5,29.4167,84.18,24,17,8.52,TR,2022-08-11 12:14:03,few clouds
219,Bandundu,-3.3167,17.3667,101.14,16,67,5.35,CD,2022-08-11 12:14:04,broken clouds
220,Kawalu,-7.3817,108.2082,72.81,98,73,2.55,ID,2022-08-11 12:14:04,broken clouds
221,Mount Isa,-20.7333,139.5,71.37,24,64,17.27,AU,2022-08-11 12:14:04,broken clouds
222,Seoul,37.5683,126.9778,76.39,92,48,1.81,KR,2022-08-11 12:13:59,scattered clouds
223,Forestville,38.8451,-76.875,74.3,94,75,11.5,US,2022-08-11 12:14:05,broken clouds
224,Yeniseysk,58.4497,92.1703,69.39,52,22,7.96,RU,2022-08-11 12:14:06,few clouds
225,Palmas,-10.2128,-48.3603,80.47,54,0,8.05,BR,2022-08-11 12:14:06,clear sky
226,Launceston,-41.45,147.1667,49.64,93,100,8.05,AU,2022-08-11 12:14:07,overcast clouds
227,Betioky,-23.7167,44.3833,85.91,18,0,6.22,MG,2022-08-11 12:14:08,clear sky
228,Baker City,44.7749,-117.8344,62.58,88,0,5.75,US,2022-08-11 12:11:21,clear sky
229,Mastic Beach,40.7668,-72.8521,76.28,93,75,1.99,US,2022-08-11 12:14:08,broken clouds
230,Yatou,37.15,122.3833,73.49,93,81,3.13,CN,2022-08-11 12:14:09,broken clouds
231,Harindanga,22.0383,88.3214,79.02,91,100,3.71,IN,2022-08-11 12:15:09,overcast clouds
232,Lagoa,39.05,-27.9833,71.08,73,11,4.7,PT,2022-08-11 12:15:09,few clouds
233,Bonavista,48.6499,-53.1147,56.8,74,90,8.25,CA,2022-08-11 12:15:10,overcast clouds
234,Notodden,59.5594,9.2585,87.51,39,0,5.75,NO,2022-08-11 12:15:10,clear sky
235,Mabay,6.0577,124.4666,80.02,81,36,2.98,PH,2022-08-11 12:15:11,scattered clouds
236,Collie,-33.3667,116.15,47.17,84,46,3.29,AU,2022-08-11 12:13:52,scattered clouds
237,Natal,-5.795,-35.2094,82.62,78,75,11.5,BR,2022-08-11 12:15:11,broken clouds
238,Chimbote,-9.0853,-78.5783,60.58,90,86,5.75,PE,2022-08-11 12:15:00,overcast clouds
239,Luebo,-5.35,21.4167,101.12,11,74,4.52,CD,2022-08-11 12:15:12,broken clouds
240,Alice Springs,-23.7,133.8833,44.15,87,96,2.3,AU,2022-08-11 12:15:12,overcast clouds
241,Sergeyevka,53.88,67.4158,81.73,41,17,9.08,KZ,2022-08-11 12:15:13,few clouds
242,Pochutla,15.7432,-96.4661,76.82,92,100,4.32,MX,2022-08-11 12:15:13,overcast clouds
243,Kiunga,-6.1219,141.2906,72.91,99,96,2.48,PG,2022-08-11 12:15:16,overcast clouds
244,Dalvik,65.9702,-18.5286,58.93,66,99,6.98,IS,2022-08-11 12:15:16,overcast clouds
245,Townsville,-19.25,146.8,67.08,77,100,6.91,AU,2022-08-11 12:15:17,overcast clouds
246,Olafsvik,64.8945,-23.7142,51.01,79,79,17.11,IS,2022-08-11 12:15:18,broken clouds
247,Veseloyarsk,51.2836,81.1056,75.51,48,45,5.21,RU,2022-08-11 12:15:19,moderate rain
248,Canberra,-35.2835,149.1281,47.55,96,75,8.05,AU,2022-08-11 12:10:29,moderate rain
249,North Myrtle Beach,33.816,-78.68,81.01,74,0,6.91,US,2022-08-11 12:15:20,clear sky
250,Tromso,69.6496,18.957,51.82,87,75,23.02,NO,2022-08-11 12:14:43,light intensity shower rain
251,Marawi,7.9986,124.2928,69.76,91,47,0.65,PH,2022-08-11 12:15:21,light rain
252,Tabas,33.5959,56.9244,98.31,10,0,21.7,IR,2022-08-11 12:15:22,clear sky
253,Aripuana,-9.1667,-60.6333,71.65,54,37,4.79,BR,2022-08-11 12:15:22,scattered clouds
254,Veraval,20.9,70.3667,81.03,91,100,22.95,IN,2022-08-11 12:13:49,overcast clouds
255,Ancud,-41.8697,-73.8203,48.02,87,100,12.91,CL,2022-08-11 12:15:23,light rain
256,Narsaq,60.9167,-46.05,52.02,80,85,1.95,GL,2022-08-11 12:15:23,overcast clouds
257,Nanortalik,60.1432,-45.2371,46.11,94,100,6.11,GL,2022-08-11 12:15:24,overcast clouds
258,Talitsa,56.8804,60.0213,72.14,76,100,10.63,RU,2022-08-11 12:15:24,light rain
259,Ankazobe,-18.3167,47.1167,68.05,40,4,16.64,MG,2022-08-11 12:15:25,clear sky
260,Sainte-Suzanne,-20.9061,55.6089,75.85,71,100,21.85,RE,2022-08-11 12:15:26,overcast clouds
261,Port Hardy,50.6996,-127.4199,59.18,94,100,2.3,CA,2022-08-11 12:15:26,overcast clouds
262,Russell,32.3502,-85.1999,72.97,94,75,0.0,US,2022-08-11 12:15:25,broken clouds
263,Olot,42.181,2.4901,94.24,17,25,3.15,ES,2022-08-11 12:15:27,scattered clouds
